id;Name;Gender;Produit;Type;Prix;Date
854;Sibongile Zulu;Female;Crème de jour anti-rides Nivea;Produits de soin pour le visage;1200;2023-06-11 06:48:00.0000000
855;Sebastian Wright;Male;Sachet de grains de café arabica;Café;1000;2023-10-28 01:40:00.0000000
856;Lindsey Flores;Female;Crème de jour hydratante Nivea;Produits de soin pour le visage;1200;2023-06-04 00:51:00.0000000
857;John Smith;Male;Dentifrice bio blanchissant Lavera;Produits d'hygiène dentaire;500;2023-02-07 06:10:00.0000000
858;Frances Coleman;Female;Coppa;Charcuterie;1600;2023-05-07 19:21:00.0000000
859;Claire Taylor;Female;Bouteille de jus de pomme;Jus;1500;2023-03-22 11:37:00.0000000
860;Carter Richardson;Male;Gel douche nourrissant Dove;Produits de douche;1200;2023-01-20 20:34:00.0000000
861;Yaa Mohammed;Female;Rillettes de thon au basilic;Charcuterie;1500;2023-10-10 00:02:00.0000000
862;Juan Diaz;Male;Pâté de marcassin;Charcuterie;1900;2023-10-07 22:31:00.0000000
863;Chinelo Nwachukwu;Female;Boîte de haricots verts en conserve;Condiment;750;2023-10-02 06:17:00.0000000
864;Uzoma Okoro;Male;Rillettes de thon au piment d'Espelette;Charcuterie;1500;2023-04-13 01:46:00.0000000
865;Jabari Tetteh;Male;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2023-03-09 07:10:00.0000000
866;Saidou Bah;Male;Saucisson à l'Armagnac;Charcuterie;1400;2023-03-22 10:46:00.0000000
867;Benjamin Rivera;Male;Sac de croquettes pour chat Whiskas;Animaux;1500;2023-11-23 13:37:00.0000000
868;Ngozi Nwadike;Female;Paquet de biscottes;Biscuits;750;2023-05-22 23:06:00.0000000
869;Mamadou Diallo;Male;Dentifrice protection gencives Parodontax;Produits d'hygiène dentaire;500;2023-05-24 10:25:00.0000000
870;Jabari Tetteh;Male;Gel nettoyant visage purifiant L'Oréal;Produits de soin pour le visage;1800;2023-05-21 00:20:00.0000000
871;David Williams;Male;Crème de nuit régénérante L'Oréal;Produits de soin pour le visage;1200;2023-10-08 03:42:00.0000000
872;Ashley Garcia;Female;Crème raffermissante pour le corps Garnier;Produits de soin pour le corps;2000;2023-11-04 07:57:00.0000000
873;Owen Murphy;Male;Boîte de mouchoirs en papier Lotus;Hygiène;1000;2023-04-06 05:32:00.0000000
874;Karen Harris;Female;Paquet de popcorn sucré;Snack;750;2023-06-07 08:27:00.0000000
875;William Moore;Male;Crème de jour anti-rides Nivea;Produits de soin pour le visage;1200;2023-02-09 00:05:00.0000000
876;Roger Hughes;Male;Sachet de sucre Daddy;Sucrerie;500;2023-05-14 23:33:00.0000000
877;Kwesi Bonsu;Male;Jambon de Bayonne;Charcuterie;1900;2023-12-22 02:44:00.0000000
878;Sadia Traoré;Female;Crème pour les mains Neutrogena;Produits de soin pour les mains;1000;2023-10-31 01:23:00.0000000
879;Karen Harris;Female;Pâté de lièvre;Charcuterie;1800;2023-05-12 23:34:00.0000000
880;Babatunde Balogun;Male;Pâté de marcassin;Charcuterie;1900;2023-05-14 01:29:00.0000000
881;Fatou Camara;Female;Saucisse sèche;Charcuterie;1700;2023-04-19 13:42:00.0000000
882;Derek Nelson;Male;Jambon de la Forêt de Marly;Charcuterie;2000;2023-02-13 14:58:00.0000000
883;Uzoma Okoro;Male;Crème solaire Nivea;Produits de protection solaire;2000;2023-10-09 21:46:00.0000000
884;Osei Mensah;Male;Saucisson de Lyon;Charcuterie;1400;2023-02-11 17:23:00.0000000
885;Tunde Adeleke;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2023-09-10 21:01:00.0000000
886;Adjoa Boateng;Female;Saucisson au genièvre;Charcuterie;1400;2023-04-04 16:04:00.0000000
887;Sekou Diop;Male;Sac de croquettes pour chien Pedigree;Animaux;2000;2023-10-21 22:22:00.0000000
888;Lamidi Adekunle;Male;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2023-05-01 06:26:00.0000000
889;Ngozi Nwadike;Female;Saucisson à la noisette;Charcuterie;1700;2023-03-25 08:09:00.0000000
890;Obinna Chukwu;Male;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2023-03-02 00:44:00.0000000
891;Wanda Parker;Female;Baume hydratant pour les mains Mixa;Produits de soin pour les mains;1000;2023-11-28 11:58:00.0000000
892;Eli Baker;Male;Pain de savon Lux;Hygiène;500;2023-01-25 07:16:00.0000000
893;Kwadwo Keita;Male;Déodorant sans aluminium Nivea;Produits d'hygiène;800;2023-04-19 03:03:00.0000000
894;Ngozi Eze;Female;Jambon blanc;Charcuterie;1000;2023-02-16 23:37:00.0000000
895;Aisha Abubakar;Female;Gel douche Nivea;Produits de douche;1200;2023-09-11 02:09:00.0000000
896;Amaechi Okafor;Female;Pâté de porc;Charcuterie;1200;2023-09-06 10:16:00.0000000
897;Adrian Green;Male;Saucisson à la mirabelle;Charcuterie;1400;2023-11-13 13:14:00.0000000
898;Saidi Jalloh;Male;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2023-06-21 15:45:00.0000000
899;Idris Bonsu;Male;Terrine de pintade;Charcuterie;1600;2023-03-17 12:38:00.0000000
900;Aria Cox;Female;Saucisson à l'ail;Charcuterie;1300;2023-10-29 10:45:00.0000000
901;Fatoumata Camara;Female;Soin liftant contour des yeux L'Oréal;Produits de soin pour le visage;2500;2023-08-06 21:51:00.0000000
902;Obinna Chukwu;Male;Sachet de lessive Skip;Hygiène;750;2023-10-15 12:54:00.0000000
903;Ayodele Akinwande;Female;Terrine de faisan;Charcuterie;1700;2023-04-22 22:46:00.0000000
904;Yemi Adegbola;Female;Sac de pommes de terre;Légumes;1000;2023-12-30 09:26:00.0000000
905;Matthew Evans;Male;Saucisson à l'Armagnac;Charcuterie;1400;2023-08-10 16:59:00.0000000
906;Faith Coleman;Female;Boîte de haricots verts en conserve;Condiment;750;2023-10-12 08:47:00.0000000
907;James Lee;Male;Gel douche hydratant à la grenade Neutrogena;Produits de douche;1200;2023-10-03 10:35:00.0000000
908;Nadia Kamara;Female;Rillettes de canard;Charcuterie;1400;2023-08-29 05:25:00.0000000
909;Oumar Camara;Male;Gel douche exfoliant Nivea;Produits de douche;1200;2023-01-02 05:49:00.0000000
910;Matthew Lee;Male;Terrine de lapin aux pruneaux;Charcuterie;1700;2023-11-06 17:12:00.0000000
911;Zachary Hall;Male;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2023-01-05 15:25:00.0000000
912;Trinity Harris;Female;Bouteille d'eau minérale Cristaline;Eau;500;2023-06-07 06:18:00.0000000
913;Nathan Butler;Male;Pâté de lapin aux pistaches;Charcuterie;1800;2023-09-10 14:16:00.0000000
914;Wendy Carter;Female;Sachet de paprika;Condiment;500;2023-06-30 03:49:00.0000000
915;Adeola Adewale;Female;Saucisson à la figue;Charcuterie;1600;2023-12-15 12:51:00.0000000
916;Katherine Foster;Female;Jambon de Savoie;Charcuterie;2000;2023-11-28 01:23:00.0000000
917;Jerry Coleman;Male;Spray corporel rafraîchissant Axe;Produits de soin pour le corps;800;2023-12-07 07:38:00.0000000
918;Donna Mitchell;Female;Saucisse de Toulouse;Charcuterie;1600;2023-10-25 18:40:00.0000000
919;Christine Long;Female;Boîte de céréales pour petit déjeuner;Alimentation;1500;2023-09-14 08:51:00.0000000
920;Carol Ward;Female;Soin anti-rides contour des yeux L'Oréal;Produits de soin pour le visage;2500;2023-03-19 13:11:00.0000000
921;Obinna Chukwu;Male;Rillettes d'oie;Charcuterie;1500;2023-06-15 02:28:00.0000000
922;Nneka Eze;Female;Boîte de conserve de thon Petit Navire;Poisson;1000;2023-02-19 18:32:00.0000000
923;Louis Rivera;Male;Shampooing anti-pelliculaire Head & Shoulders;Produits de soin capillaire;1500;2023-05-29 02:06:00.0000000
924;Sekou Diop;Male;Jambon blanc;Charcuterie;1000;2023-11-11 04:36:00.0000000
925;Chinedu Okoro;Male;Terrine de pigeon;Charcuterie;1700;2023-01-20 12:36:00.0000000
926;Fatoumata Diagne;Female;Lingettes démaquillantes réutilisables Garnier;Produits de démaquillage;800;2023-07-20 12:50:00.0000000
927;Patrick Reed;Male;Jambon de Montagne Noire;Charcuterie;2000;2023-08-09 01:55:00.0000000
928;Gary Cooper;Male;Saucisson à la figue;Charcuterie;1600;2023-07-08 06:10:00.0000000
929;William Perez;Male;Sachet de sucre vanillé;Sucrerie;500;2023-06-20 04:36:00.0000000
930;Benjamin White;Male;Gel douche hydratant à la grenade Neutrogena;Produits de douche;1200;2023-03-02 10:05:00.0000000
931;Pamela Wright;Female;Jambon d'Auvergne;Charcuterie;2000;2023-04-04 00:51:00.0000000
932;Abena Agyeman;Female;Terrine de faisan aux morilles;Charcuterie;1700;2023-09-08 14:45:00.0000000
933;Babajide Adebayo;Male;Bouteille de sauce tomate;Condiment;500;2023-04-05 19:35:00.0000000
934;Jacob Sanchez;Male;Dentifrice bio blanchissant Lavera;Produits d'hygiène dentaire;500;2023-03-04 13:04:00.0000000
935;Adjoa Boateng;Female;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2023-12-25 16:18:00.0000000
936;Fatoumata Camara;Female;Gel nettoyant visage purifiant Neutrogena;Produits de soin pour le visage;1800;2023-02-09 08:13:00.0000000
937;Katelyn Flores;Female;Crème raffermissante pour le corps Garnier;Produits de soin pour le corps;2000;2023-02-24 23:45:00.0000000
938;Sanaa Oumar;Female;Saucisse de Toulouse;Charcuterie;1600;2023-11-24 12:57:00.0000000
939;Allison Ross;Female;Crème solaire visage et corps biodégradable La Roche-Posay;Produits de protection solaire;2000;2023-03-29 05:55:00.0000000
940;Jennifer Martinez;Female;Sachet de sucre vanillé;Sucrerie;500;2023-12-17 03:14:00.0000000
941;Levi Sanchez;Male;Paquet de café Nescafé;Café;1500;2023-03-13 11:29:00.0000000
942;Sekou Toure;Male;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2023-09-14 16:38:00.0000000
943;Betty King;Female;Sachet de graines de chia;Condiment;1000;2023-12-07 02:29:00.0000000
944;Lindsey Flores;Female;Saucisson à l'Espelette;Charcuterie;1400;2023-03-13 12:49:00.0000000
945;Wendy Carter;Female;Terrine de gibier;Charcuterie;1500;2023-09-01 16:26:00.0000000
946;Bintou Traoré;Female;Saucisse de dinde;Charcuterie;1600;2023-10-20 22:51:00.0000000
947;Jessica Brown;Female;Terrine de chevreuil;Charcuterie;1700;2023-09-30 15:37:00.0000000
948;Samuel Alexander;Male;Barre de chocolat Milka;Chocolat;750;2023-10-30 02:40:00.0000000
949;Mamadou Diallo;Male;Saucisson à la pistache;Charcuterie;1400;2023-12-17 15:36:00.0000000
950;Lisa Rodriguez;Female;Terrine de biche;Charcuterie;1700;2023-01-27 06:24:00.0000000
951;Oumar Camara;Male;Crème apaisante après-soleil Nivea;Produits de protection solaire;2000;2023-04-27 01:29:00.0000000
952;Fanta Camara;Female;Boîte de maïs en conserve;Condiment;750;2023-11-24 23:51:00.0000000
953;Saidi Jalloh;Male;Sac de croquettes pour chat Whiskas;Animaux;1500;2023-02-02 20:12:00.0000000
954;Hazel Miller;Female;Jambon du Bourbonnais;Charcuterie;2000;2023-06-09 07:40:00.0000000
955;Christopher Wilson;Male;Pain de mie Jacques;Alimentation;750;2023-06-23 14:14:00.0000000
956;Melissa Hughes;Female;Démaquillant Garnier;Produits de démaquillage;1200;2023-12-30 23:49:00.0000000
957;Caitlin Cox;Female;Sachet de sucre Daddy;Sucrerie;500;2023-02-14 15:19:00.0000000
958;David Jackson;Male;Pain de savon Lux;Hygiène;500;2023-06-09 05:34:00.0000000
959;Mamoudou Chukwu;Male;Saucisson aux noisettes;Charcuterie;1400;2023-10-24 00:55:00.0000000
960;Emeka Diop;Male;Sachet de sucre vanillé;Sucrerie;500;2023-05-07 01:44:00.0000000
961;Nneka Abubakar;Female;Pot de sauce barbecue;Condiment;1000;2023-11-15 07:46:00.0000000
962;Jabari Nkrumah;Male;Pot de miel;Condiment;1000;2023-09-23 22:06:00.0000000
963;Daniel Jones;Male;Crème anti-âge L'Oréal;Produits de soin pour le visage;2500;2023-05-10 19:04:00.0000000
964;Willard Patterson;Male;Bouteille de jus de pomme;Jus;1500;2023-06-06 13:09:00.0000000
965;Fatimah Mohammed;Female;Rillettes de thon au basilic;Charcuterie;1500;2023-06-19 09:20:00.0000000
966;Mohammed Maalouf;Male;Pâté de pigeon;Charcuterie;1800;2023-01-09 02:12:00.0000000
967;Adama Ba;Female;Terrine de perdreau;Charcuterie;1700;2023-12-27 02:36:00.0000000
968;Margaret Scott;Female;Gel coiffant effet mat Axe;Produits de coiffure;1500;2023-01-14 16:46:00.0000000
969;Shawn Taylor;Male;Boîte de mouchoirs en papier Tempo;Hygiène;750;2023-05-31 22:41:00.0000000
970;Chinelo Nwachukwu;Female;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2023-02-05 16:20:00.0000000
971;Yaa Mohammed;Female;Paquet de muesli;Alimentation;1000;2023-08-04 20:10:00.0000000
972;Tunde Ogunjobi;Male;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2023-05-28 15:36:00.0000000
973;Tariq Ndlovu;Male;Saucisse de Strasbourg;Charcuterie;1700;2023-11-20 00:42:00.0000000
974;Nabila Cissé;Female;Pot de sauce barbecue;Condiment;1000;2023-05-01 09:18:00.0000000
975;Shawn Taylor;Male;Andouille;Charcuterie;1600;2023-07-06 05:28:00.0000000
976;Zachary Hall;Male;Gel douche relaxant L'Occitane;Produits de douche;1200;2023-11-08 05:09:00.0000000
977;Mohammed Maalouf;Male;Baume nourrissant pour les mains Nuxe;Produits de soin pour les mains;1000;2023-06-29 15:28:00.0000000
978;Emeka Diop;Male;Saucisson à la noisette;Charcuterie;1700;2023-08-03 19:07:00.0000000
979;Obinna Chukwu;Male;Jambon du Bourbonnais;Charcuterie;2000;2023-02-18 14:27:00.0000000
980;Michael Phillips;Male;Sachet de levure chimique;Condiment;500;2023-05-24 06:41:00.0000000
981;Olivia Turner;Female;Lotion tonique purifiante Neutrogena;Produits de soin pour le visage;1200;2023-01-08 01:28:00.0000000
982;Helen Russell;Female;Pot de confiture de fraises;Condiment;1000;2023-04-03 07:13:00.0000000
983;Edward Nelson;Male;Lotion tonique Nivea;Produits de soin pour le visage;1200;2023-12-12 23:00:00.0000000
984;Doris Clark;Female;Pâté de lièvre;Charcuterie;1800;2023-08-27 23:41:00.0000000
985;Fatoumata Camara;Female;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2023-10-29 02:09:00.0000000
986;Peyton Perez;Female;Gel douche nourrissant à l'huile d'amande Neutrogena;Produits de douche;1200;2023-10-12 09:40:00.0000000
987;Kwasi Amoako;Male;Terrine de faisan aux morilles;Charcuterie;1700;2023-06-28 08:07:00.0000000
988;William Moore;Male;Saucisson à la figue;Charcuterie;1600;2023-12-03 05:18:00.0000000
989;Aminata Bello;Female;Sachet de feuilles de thé;Thé;500;2023-07-13 19:41:00.0000000
990;Bintou Traoré;Female;Démaquillant bi-phasé Maybelline;Produits de démaquillage;1200;2023-08-10 02:14:00.0000000
991;Tariq Ndlovu;Male;Paquet de biscuits Oreo;Biscuits;1000;2023-07-13 17:55:00.0000000
992;Danielle Bailey;Female;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2023-10-11 14:25:00.0000000
993;Sekou Diop;Male;Saucisson à la pistache;Charcuterie;1800;2023-11-04 19:44:00.0000000
994;Fanta Diallo;Female;Crème anti-cellulite Garnier;Produits de soin pour le corps;2000;2023-11-01 21:06:00.0000000
995;Sadia Traoré;Female;Pot de crème hydratante Nivea;Hygiène;1500;2023-08-20 05:59:00.0000000
996;Fatima Nkrumah;Female;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2023-11-14 03:31:00.0000000
997;Julia Richardson;Female;Soin contour des lèvres L'Oréal;Produits de soin des lèvres;700;2023-10-14 03:20:00.0000000
998;John Jackson;Male;Saucisse de canard;Charcuterie;1600;2023-03-13 02:59:00.0000000
999;Joshua Allen;Male;Pâté de pigeon;Charcuterie;1800;2023-09-28 17:16:00.0000000
1000;Osei Bonsu;Male;Rosette;Charcuterie;1800;2023-10-29 23:47:00.0000000
1001;Omaru Sise;Male;Saucisse au poivre;Charcuterie;1600;2023-12-14 05:41:00.0000000
1002;Alan Diaz;Male;Saucisson à l'Armagnac;Charcuterie;1400;2023-07-13 02:35:00.0000000
1003;Jabari Tetteh;Male;Boudin noir;Charcuterie;1500;2023-09-28 06:22:00.0000000
1004;Jesse Murphy;Male;Sachet de sucre vanillé;Sucrerie;500;2023-01-26 02:38:00.0000000
1005;Emeka Nnamdi;Male;Shampooing volumisant Schwarzkopf;Produits de soin capillaire;1800;2023-12-25 17:35:00.0000000
1006;Ngozi Eze;Female;Paquet de chips Pringles;Snack;1000;2023-07-23 08:52:00.0000000
1007;Isaac Clark;Male;Boîte de mouchoirs en papier Lotus;Hygiène;1000;2023-02-17 14:37:00.0000000
1008;Patricia Lopez;Female;Pâté de perdreau;Charcuterie;1800;2023-10-27 14:40:00.0000000
1009;Mamoudou Keita;Male;Sac de riz Basmati;Alimentation;4000;2023-07-22 02:26:00.0000000
1010;Amara Sankoh;Female;Crème solaire enfants Uriage;Produits de protection solaire;2000;2023-01-24 02:09:00.0000000
1011;Fatou Camara;Female;Dentifrice blancheur Oral-B;Produits d'hygiène dentaire;500;2023-01-07 13:14:00.0000000
1012;Michelle Campbell;Female;Paquet de cacahuètes;Snack;750;2023-10-14 01:44:00.0000000
1013;Aminata Bello;Female;Baume nourrissant pour les mains Nuxe;Produits de soin pour les mains;1000;2023-12-28 20:24:00.0000000
1014;Fanta Camara;Female;Saucisse de Toulouse;Charcuterie;1600;2023-12-24 04:31:00.0000000
1015;Fatoumata Diagne;Female;Savon exfoliant Neutrogena;Produits de douche;1000;2023-07-02 18:55:00.0000000
1016;Saidi Jalloh;Male;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2023-09-30 12:20:00.0000000
1017;Timothy Martinez;Male;Pâté de marcassin aux airelles;Charcuterie;1800;2023-11-03 17:40:00.0000000
1018;Andrew Hernandez;Male;Dentifrice protection gencives Parodontax;Produits d'hygiène dentaire;500;2023-12-15 12:22:00.0000000
1019;Billy Coleman;Male;Saucisson à l'ail;Charcuterie;1300;2023-10-05 07:57:00.0000000
1020;Jason Torres;Male;Sachet de sucre Daddy;Sucrerie;500;2023-05-09 18:42:00.0000000
1021;Sadia Traoré;Female;Jambon de Bayonne;Charcuterie;1900;2023-12-11 02:27:00.0000000
1022;Marie Kelly;Female;Lotion anti-rougeurs pour le visage Avène;Produits de soin pour le visage;1200;2023-08-11 23:37:00.0000000
1023;Scarlett Price;Female;Bouteille d'eau minérale Cristaline;Eau;500;2023-12-05 08:09:00.0000000
1024;Melissa Hughes;Female;Boîte de pâte de tomate;Condiment;750;2023-08-19 09:03:00.0000000
1025;Bobby Howard;Male;Crème pour les pieds Scholl;Produits de soin pour les pieds;1500;2023-04-08 05:42:00.0000000
1026;Nkosi Dlamini;Male;Lingettes démaquillantes apaisantes Nivea;Produits de démaquillage;800;2023-01-20 15:18:00.0000000
1027;Jimmy Perry;Male;Soin anti-fatigue pour le visage Nivea;Produits de soin pour le visage;2500;2023-01-23 22:42:00.0000000
1028;Nneka Nwadike;Female;Saucisson sec;Charcuterie;1500;2023-06-03 01:25:00.0000000
1029;Henry Thompson;Male;Bouteille de sauce soja;Condiment;1000;2023-09-18 09:07:00.0000000
1030;Jabari Tetteh;Male;Boîte de céréales pour petit déjeuner;Alimentation;1500;2023-08-16 11:06:00.0000000
1031;Doris Clark;Female;Saucisson à l'ail;Charcuterie;1300;2023-02-07 04:40:00.0000000
1032;Sadia Traoré;Female;Pain de savon Lux;Hygiène;500;2023-08-13 08:57:00.0000000
1033;Joseph Richardson;Male;Sachet de sucre vanillé;Sucrerie;500;2023-12-16 10:46:00.0000000
1034;Nabila Bah;Female;Saucisse de Lyon;Charcuterie;1600;2023-11-30 07:28:00.0000000
1035;Kwadwo Mensah;Male;Pot de crème dessert Danette;Dessert;1000;2023-06-29 17:28:00.0000000
1036;Fanta Camara;Female;Sachet de grains de café arabica;Café;1000;2023-01-15 02:31:00.0000000
1037;Idris Bello;Male;Démaquillant Garnier;Produits de démaquillage;1200;2023-02-08 00:13:00.0000000
1038;Christine Long;Female;Jambon de Vendée;Charcuterie;1500;2023-06-27 04:56:00.0000000
1039;Kwame Asante;Male;Saucisse de foie;Charcuterie;1800;2023-02-19 21:07:00.0000000
1040;Russell Gonzalez;Male;Gel coiffant L'Oréal;Produits de coiffure;1500;2023-06-27 19:28:00.0000000
1041;Heather Martinez;Female;Déodorant stick Narta;Produits d'hygiène;800;2023-08-30 15:04:00.0000000
1042;Christopher Gonzalez;Male;Pot de confiture Bonne Maman;Condiment;1500;2023-02-12 14:07:00.0000000
1043;Clarence Lee;Male;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2023-05-04 00:55:00.0000000
1044;Marie Kelly;Female;Rillettes d'oie;Charcuterie;1500;2023-11-05 18:20:00.0000000
1045;Nadia Kamara;Female;Déodorant anti-transpirant Vichy;Produits d'hygiène;800;2023-03-08 22:23:00.0000000
1046;Grayson Perez;Male;Terrine de chevreuil;Charcuterie;1700;2023-01-17 18:48:00.0000000
1047;Michael Brown;Male;Rillettes de lapin;Charcuterie;1300;2023-06-22 18:37:00.0000000
